评论者昵称,评论者id,性别,地区,评论内容,评论时间,评论等级
知乎用户ONZHBM,3f61094d54f071226a1a9314b7ab9364,女,江苏,没意思~……,2024-01-06 08:06:28,父级评论
wsqwg,2776840bdae14dc552897d021834f543,未知,江苏,<p>都是肉身菩萨</p>,2024-01-06 01:50:59,父级评论
handsome苏,b45ef6f36a016bb54a2b7f6ba08acf76,男,福建,我还以为OOTD是象形字,2024-01-05 11:06:01,父级评论
aka,7de596162a43168a6e41c0187760c912,未知,浙江,我喜欢夏天  冬天ootd没啥劲呢,2024-01-05 20:59:23,父级评论
徐小玖玖,bd43bf64ed0c6f3079b1d71d9254aaf4,男,广东,<p>不不不  这个还得是微博，好家伙 从打开群消息开始到关闭界面  硬是没软过[惊喜]</p>,2024-01-06 05:29:54,父级评论
何必,7423b404c4d2c872f6ae3431bc0cfb79,未知,重庆,<p>啥玩意</p><p></p>,2024-01-22 09:56:30,子级评论
无用,4d8b6b25c794cc6001b333a81df4addd,男,重庆,不懂就问，啥是 OOTD？,2024-01-05 10:12:49,父级评论
佛祖保佑我,ae4c77c99aed88c699b8000294d2cd46,女,浙江,<p>你也没吃过什么好菜[机智]</p>,2024-01-05 08:41:06,父级评论
猛虎上山打岳飞,0f7b87a9be232b90e89dbbebd4fd04ed,未知,江苏,我一直以为ootd是羞色的意思[doge],2024-01-05 12:44:01,父级评论
vt018,c804f788acf9c56cc1e5b52955e97487,未知,安徽,<p>还是看b站上的男菩萨分享OTTO吧</p>,2024-01-05 09:49:13,父级评论
Oris,cbdb59da97d3551a3b9c5e710ebf0941,男,湖北,<p>OOTD是什么</p>,2024-01-05 09:08:38,父级评论
目瞪骨呆,1139c7ea2e1b57aa1e5af7f623d7b5d6,男,广西,还不如玩黄油[调皮],2024-01-05 08:28:32,父级评论
Tyrion Yan,26ebc66e089b317c48a0572bf399ca9c,男,山东,嗷嗷脱掉,2024-01-05 07:19:22,父级评论
在江门打螺的日子,8016c005c60b3ff8b7852474e3b6c4db,男,广东,看不到呀,2024-01-05 06:40:21,父级评论
晁铭,c44a2275c601eb79b88af725dee71622,男,四川,<p>ootd是什么意思</p>,2024-01-05 06:39:22,父级评论
阿伯,0b1ff8354e9f68f6502005b2fe881fb4,男,湖北,<p>俺读书少，请问OOTD是啥？</p>,2024-01-05 05:49:42,父级评论
勤劳的土豆,32c1b13b43a6768ffdd24950ddcef2d6,未知,北京,哦哦土豆,2024-01-05 10:25:16,父级评论
其实我不爱学习,c41aa0f454e0354bffb6d27b95a61656,男,四川,还不如自己本地搭AI跑，啥风格没有[酷],2024-01-05 08:01:14,父级评论
小强,0a16aac9b95f8db2274c9d1fc56bb1ec,未知,北京,<p>还以为是个啥违禁词</p><p></p>,2024-01-05 08:41:34,父级评论
啤9,7d65b4a187b5d198a67a09f0ee544397,未知,江苏,<p>卸了吧   夸师傅才是哥</p>,2024-01-05 05:57:09,父级评论
宇宙区长孙连成,0ff8bcd041a220b4de6d89e4172bbeaf,男,上海,<p>宝宝辅食[滑稽]</p>,2024-01-05 05:01:16,父级评论
我啊我啊,9d44a4a6099341eba0d5b3e9a2e7fbf1,未知,上海,都是食物啊[捂脸],2024-01-23 02:10:57,子级评论
XXWZ,cc784124f6e05fabfccdea82e43ff11e,未知,浙江,<p>不如推菩萨</p>,2024-01-05 08:42:32,父级评论
空雨,86b413acbd3b479738ebf7e01adc4976,男,河北,<p>[飙泪笑]</p>,2024-01-05 04:46:17,父级评论
叶落,99729c833e8c4a5d1a617ba3a6db3885,女,上海,<p>#宝宝辅食</p>,2024-01-05 08:18:14,父级评论
八百云罗紫,16f6b736e2c91b0f40e085fd2a71c1a9,未知,贵州,<p>可是菩萨她啊，不一定是女的呢</p>,2024-01-04 20:42:30,父级评论
马大花,75a5e048bb8a5d784a08e535c7a5ac3b,男,安徽,<p>OOTD</p>,2024-01-05 08:27:04,父级评论
他是xiaoxi,a8a7a9c1de41fec74803230272e3469f,未知,天津,<p>小红书最垃圾了 封了我两个号 还不让注销[害羞]</p>,2024-01-05 04:36:01,父级评论
扒衣姥爷,f1980510925d8dfddb0a548bc46ebcd8,男,北京,<p>都是擦边有什么好看的，还得是推</p>,2024-01-05 02:42:43,父级评论
要啥自行车,b1224a4c5dde6e4d15f466b17944381c,男,辽宁,什么每日大赛[惊喜],2024-01-05 02:50:16,子级评论
冷雨,52490c26c35656aa48b4a0b42274418a,未知,四川,求求图和推荐的姐姐[赞同],2024-01-05 06:24:54,父级评论
陈墨瞳,53df30c1c657bcaddbb39f93b7c14b88,女,湖北,<p>OOTD是啥？</p>,2024-01-05 03:55:57,父级评论
wbxzz,e209ff0422cf48a456129fdd03f39b39,女,上海,<p>不如X和IG一根，傻子才装</p>,2024-01-05 05:18:44,父级评论
思禽饮霜i,7e19d6a891879310c63f2e3831e66de6,未知,安徽,听说这里教英语,2024-01-05 09:17:57,父级评论
归乡者,652eadc3ab9e5ea017f9be74be03ddf5,男,江西,<p>靓！OTTD！[惊喜]</p>,2024-01-05 08:26:18,父级评论
你说的对,78b1f66d14d37937713d0e0254a35cff,男,北京,<p>发了几个苹果手表的帖子，表盘表带或者有设置问题不懂的发帖求助的那种。然后在别人评论区评论了一下，被人身攻击 整天发个破电子手表的，就别在这说话了。。。[捂脸]实在没听懂两者的区别是什么</p>,2024-01-05 04:09:38,父级评论
湛卢,d38573b683d19655cc8fe0bb864f1030,男,浙江,小红书占空间啊 一下几g,2024-01-04 13:55:59,父级评论
光北律所高然,9c07b5675e1030f2df6d2c1bb4488b27,男,山西,ootd啥意思,2024-01-05 05:10:25,父级评论
手持黄灯普渡众生,33bd496449da149058074e0e4ff7532e,女,广东,哪些小红书账号值得关注呢？,2024-01-05 04:48:34,父级评论
kankan,d2d20d7af47a6114b064a18cfd80bbac,未知,河南,我不信，除非你把id发出来,2024-01-04 12:51:13,父级评论
袁青青,ccc2cb30351efd6d4f8a4c4bf4c6f0d9,未知,江苏,<p>ootd又是什么，难道我老了</p>,2024-01-05 05:59:50,父级评论
咦喂,4fd4bdd65bd617371eaf6afbaa81a299,男,广东,<p>我马上去下载可以了吧[飙泪笑]</p>,2024-01-04 10:48:16,父级评论
猪猪侠,e262e6649f30eb7c102912e6d232c512,未知,广东,小红书光看擦边有什么意思，都直接找人发露点的好吧[捂脸],2024-01-04 11:40:52,父级评论
我的麦爹六连描边,09ef5cdd94eb3c815e293e2648c029e9,男,上海,<p>小红书推荐上海美食里面有小杨生煎。。</p>,2024-01-05 05:44:06,父级评论
图哈特,430de2fb50ba317bfce6af77b461f87a,未知,广东,你还别说，小杨生煎是上海本地在外地唯一能吃到不怎么变味的东西,2024-01-05 06:44:52,子级评论
野良,f78504a7cefa2ef730f3bf9edac4a59c,男,福建,我的评价是 不如淘宝[惊喜],2024-01-04 15:54:57,父级评论
耽于幻想,c63b4ebc9ebfdd3a7739b04e8c9e1425,男,浙江,<p>ootd是什么意思，施主</p>,2024-01-04 08:22:30,父级评论
学习好,09150ab21582b259b1d4b6ab0bc89c1d,未知,广东,<p>阿弥陀佛</p>,2024-01-05 04:03:04,父级评论
zyc780213,ba9851b607c478d7a327de11d0a7657b,男,福建,那个，无……那个无……[捂嘴][捂嘴],2024-01-04 08:44:51,父级评论
Conan,62dafc8d9563965a43e62e836abb99ab,男,河南,不如抖音,2024-01-04 04:59:17,父级评论
Blue,c073783c3533378ad95e31859984a191,男,江苏,我待会下载注册，你要是骗我，我饶不了你[飙泪笑],2024-01-04 20:17:34,父级评论
Giao,31d0ec6501572e7bcf2e5d1669919df7,未知,甘肃,<p>没意思，眼睛享受D受罪</p>,2024-01-04 07:32:13,父级评论
郝帅,50c2cf37eeeb661ef93a255635d9b381,男,江苏,<p>OOTD是啥</p>,2024-01-04 06:34:46,父级评论
时空罪恶,85d19b787134812a075b741535b547fe,男,四川,<p>OOTD是啥意思？</p>,2024-01-04 11:00:34,父级评论
啦啦啦,d000eb326bd10d14d8ca11138a7cb76a,男,浙江,<p>ootd，宝宝辅食[爱]</p>,2024-01-04 05:39:37,父级评论
wangming,fa123460232642aba324094846177294,男,上海,什么是ootd,2024-01-04 15:38:38,父级评论
过往已断,e7153e6ffdd4dcc9ebeb95736fc90c9a,未知,广东,<p>所以抖音关键字搜啥</p>,2024-01-04 08:50:39,父级评论
不忘初心,6189e02145ca4d2dd2fcb639a4d17523,男,广西,<p>下了小红书身体一天不如一天[大哭]</p>,2024-01-04 10:11:54,父级评论
江转转,eb5320e8eb0a369bc08dae13309428f0,未知,安徽,<p>OOTD是什么[发呆]</p>,2024-01-04 06:57:41,父级评论
LRLRLR,a3c9d50dad8b10c73b0e2d84d3af3f26,未知,四川,<p>意思就是今天的穿搭，每日穿搭这样子</p>,2024-01-04 07:33:18,子级评论
30天后可再次修改,a73b22e754704f6827d8f6776547c2f9,男,山东,<p>为啥要分享这个，获客？</p><p></p>,2024-01-04 10:18:10,子级评论
原来是CHA叉啊,ab7272fab475cd80b7db5eac91475798,男,四川,你是去看OO的吧,2024-01-04 09:12:16,父级评论
每天一个鸡蛋,689160c91981c56cb6c4682a9aa5a944,未知,山东,没看到过 遗憾,2024-01-04 04:38:10,父级评论
龙飞,1670b846e5dc5ac77a0d01543485178a,男,浙江,<p>[为难]刚搜了一下今日穿搭，怎么搜出来全是男的，菩萨在哪里？</p>,2024-01-04 04:15:27,父级评论
阿觉,bbfdbde63b27cbd111aeaf13c7b5020f,男,上海,搜宝宝辅食[大笑],2024-01-04 05:19:39,子级评论
我啊我啊,9d44a4a6099341eba0d5b3e9a2e7fbf1,未知,上海,为啥我搜出来都是食物啊[捂脸],2024-01-23 02:02:02,子级评论
净渊,13199a1ed83422f07cdaf05842d9c0fd,未知,北京,ood啥这是啥,2024-01-04 02:05:04,父级评论
逐鹿于秋,079b5561ab32650ecc5e29676d652cb9,男,福建,都是p图美颜勾,2024-01-04 05:06:49,父级评论
这小样,754fbe0b27e3c8c1e7a97ca7642c77b2,未知,河南,真的么？那得去下载个,2024-01-04 01:35:37,父级评论
心语,3349822b234245e26fc155081915f7ee,男,北京,<p>我也是这么想的，运气好还能碰到圣光菩萨</p>,2024-01-04 02:12:45,父级评论
闪现晕假猴,0d0a9976894abd521b0120420a4e0f51,未知,中国台湾,<p>尺度大了嫌不是动图，动图了又嫌时长太短，时间长了该嫌不如线下有意思</p>,2024-01-04 10:17:51,父级评论
天天看地图,e439261a9c686933a28b72b55cdd3cb7,女,上海,磨出老茧,2024-01-04 03:42:56,父级评论
王卡卡,3bb552000d60474207a3821c4bd84c2f,男,浙江,<p>X太荤了，要荤素搭配</p>,2024-01-04 03:20:38,父级评论
骑马入梦来,41d6c7cf3c1dcb0d0be4ac658dc04f84,未知,河北,<p>妈的，小红手好恶毒的商战，现在我不得不下载了[生气]</p>,2024-01-04 02:37:49,父级评论
Batman布鲁斯韦恩,3b078187706690582c05c77a036a9c1a,男,广东,<p>如今的时代，那点尺度也叫菩萨？建议以这个标准凡是没掰开洞洞的都不能算真菩萨</p>,2024-01-04 02:14:34,父级评论
白桃汽水.Kris,5a356673013682b30528b9f5be968cc4,男,四川,尺度还没抖音大，还不如看抖音擦边[doge],2024-01-04 01:55:00,父级评论
芜湖,9718295ee6189085de1dd0861d1c2599,男,江苏,<p>我要是自己普度众生，要菩萨干什么[doge][doge]</p>,2024-01-04 01:47:58,父级评论
独立女性吖,6abb38639f4a68d1511101607c7665a7,女,四川,<p>花几个小时学学p图，自己当菩萨</p>,2024-01-04 00:22:58,父级评论
半个西瓜,c78f61bcc95537c93c6a8819fc0638a3,男,四川,最早以为小红书是安利化妆品护肤品的，我徒步经常去网上搜实时的线路路况，最后发现小红书发的人最多，用了小红书才发现各种大胸翘臀美腿,2024-01-03 20:00:34,父级评论
紫川修,0a3ced0df6b6d25cace4555d7db92774,男,上海,<p>OOTD的意思是嗷嗷脱掉吗</p><p></p>,2024-01-04 05:16:59,父级评论
dick,297c4f712c52489d12328a677f5d63f7,未知,辽宁,<p>每日穿搭</p>,2024-01-16 06:29:21,子级评论
电气狗啦,361f4439abd7d286ef3f7199b77300dc,女,江苏,<p>我也想问的</p>,2024-01-17 04:43:09,子级评论
君临,cf2051a9626f96b4b08b1b50dce759bd,未知,北京,<p>尺度太小没什么意思</p>,2024-01-04 04:12:50,父级评论
闪现晕假猴,0d0a9976894abd521b0120420a4e0f51,未知,中国台湾,<p>尺度大了嫌不是动图，动图了又嫌时长太短，时间长了该嫌不如线下有意思</p>,2024-01-04 10:17:51,子级评论
Irelia,4a9e55559a72bff7a63458de4c475192,男,河南,确实不如小巷俏佳人,2024-01-04 11:25:19,子级评论
天地無用,e9fec7f5e5fb1858dc9e999d5c51e2b3,男,四川,不应该是小蓝鸟梗真实吗,2024-01-04 02:24:34,父级评论
王卡卡,3bb552000d60474207a3821c4bd84c2f,男,浙江,<p>X太荤了，要荤素搭配</p>,2024-01-04 03:20:38,子级评论
咋咋咋,84f9f3ce2531dfed0fb5e66b89476a67,未知,浙江,还是你小子懂享受,2024-01-04 13:35:39,子级评论
点子蛮低,95d483eff3a9c42492896fc4281f4994,未知,广东,ootd是什么？,2024-01-04 03:24:27,父级评论
迷茫的秘密,b4a736f00c0156ce58d57bb4d73600aa,女,广东,<p>今日穿搭啊 老铁</p><p></p>,2024-01-04 03:49:52,子级评论
苦瓜炒鸡蛋,5e78ac28d2834dbc51845aaacbd6481e,女,河北,Outfit of the day,2024-01-04 05:40:53,子级评论
纯粹病毒,ba6df3bcb46589074c94c559688299e7,女,安徽,我还以为 00是奈子 T是下路  D是屁屁呢<br>OO   <br>  TD,2024-01-08 21:03:10,父级评论
幻影soc,d8a088855d4079f22510b39c3a8474de,未知,加拿大,偏差不大，基本符合[大笑],2024-02-07 16:43:12,子级评论
左旋肉减,95396c00a88d1c8067f596aa2f543652,男,江西,你不是一个人[赞],2024-03-11 09:14:02,子级评论
青松寒不落,1ace290a88da5cf6f231106f3bd2dcd9,男,浙江,不好意思，我只看X,2024-01-04 05:46:37,父级评论
卡比兽,627120db7d89b7c886fa0d8f2d7a7f88,男,浙江,[doge]大佬，X搜什么？我怎么都广告,2024-01-05 09:13:03,子级评论
抹茶味的星河,ade2a23da9ee91764f0ee05c7f1b4742,男,北京,<p>每日大赛[酷]</p>,2024-01-05 09:29:23,子级评论
李健,462b84fb09e8d5973a309217bba801ce,男,江苏,<p>小红书看多了发现也就那样 撑死就是个瑜伽裤隐约展示户型</p>,2024-01-11 01:14:29,父级评论
只想学高数,8402f18befc08e80bf8d95e39f9b02b4,未知,上海,"亮点自寻<a href=""https://pic4.zhimg.com/v2-57698b8fd3f8c36df738403378374a2b_qhd.jpeg"" class=""comment_img"" data-width=""1080"" data-height=""2400"">查看图片</a>",2024-01-08 05:01:56,父级评论
天才,a6e9beae195592fbb4a702cbfb627cbf,女,湖北,怀孕了吧,2024-02-16 03:23:20,子级评论
知乎用户YNZcnL,d9ec4811fd95ec994c395cf5261939cb,未知,河北,我咋感觉是P图不全呢，你看她肩膀的位置，肉明显有很多，正常体格可不会在这地方有肉的,2024-02-16 14:15:34,子级评论
梦倦还,c078ad7c4837e0ad4204e9fd30b6880b,女,浙江,哦哦太多是啥,2024-01-04 02:26:49,父级评论
折戟沉沙,fced70eea2f6ec1c6aa3fb607761a8a7,男,河南,妹妹[大哭],2024-01-04 08:12:00,子级评论
momo,2fc4c562546a095ee870a067964bd582,未知,河南,Outfit of the day今日穿搭,2024-01-04 12:17:24,子级评论
美式小圆,0c498d805c3ff6645596d20eb2131bed,女,浙江,"你说的是我这样的菩萨吗[可怜]<a href=""https://pic2.zhimg.com/v2-f3e955f9d632a30d4ea32b374b8e4f75_qhd.jpeg"" class=""comment_img"" data-width=""1388"" data-height=""1280"">查看图片</a>",2024-01-06 04:23:36,父级评论
优雅调调,39087ec22d93d7a3746ced5c15ac2cf2,男,湖北,<p>菩萨保守了[害羞]</p>,2024-01-15 03:26:27,子级评论
知乎用户,9fbd0602015a61249948482a1d6339d4,未知,广东,不如抖音，离小蓝鸟更远[doge],2024-01-15 07:17:43,子级评论
我已经无了zwx,2ab44c6be473ca15bc18c9277cf8ad7c,男,山东,哥们，又来学穿搭了啊[惊喜][惊喜][惊喜],2024-01-04 11:41:58,父级评论
老头子,baff6a57914812e53b0bbd76850bc94b,未知,福建,小红书的推荐算法过于生猛，搜过的领域会玩命给你推，其他领域的内容基本上看不到,2024-01-05 12:59:59,父级评论
荒唐菩萨,92e96ee2ed6bca25d076d91fc6005302,男,江苏,我现在就去小红书看脚,2024-01-05 13:03:52,父级评论
伊史努傲,1a50a33765fb62afb62b27fbb5bf4704,男,广东,说出女菩萨叫什么,2024-01-03 18:05:40,父级评论
氪星人,089affe4706464467069c5911a8eeb67,男,安徽,不用找，系统会给你推的[开心],2024-01-04 01:56:53,子级评论
王新,f76e16c44213803f53d20e063f523394,未知,河北,我是进来学英语的,2024-01-05 00:50:17,父级评论
wanwanwanx,239b55efce9ff46240fd6cedc4beb8cf,男,江苏,什么胶王[滑稽],2024-01-04 01:36:16,父级评论
bean,c508f6bf67b97c95d908b195e000d376,男,上海,<p>P的太假</p>,2024-01-04 02:19:46,父级评论
卜小子,9a3971add81e5e832a1034ce05cb7926,男,江苏,什么事OOTD,2024-01-03 13:47:22,父级评论
倪好,f61adef32e5119612911d19fe6abb633,女,广东,Outfit of the Day,2024-01-03 14:37:58,子级评论
文字愈,df68b635a482c1c885ab4b6db937f29d,男,广东,穿搭展示,2024-01-03 14:38:09,子级评论
青葱,b206de9c68a512888d9478b3fd76574c,男,四川,你们要是这么说的话，我可就要再去下载回来了。,2024-01-04 03:01:33,父级评论
老Jimmy,a53f1106eb4d9b1e75ddb5ccdc5cc8c4,未知,上海,<p>吓得我立马去下载小红书</p>,2024-01-04 03:47:55,父级评论
bcoz,872f366cb6b3c036b56d6cfabf662bb5,未知,日本,不是P图就是AI。,2024-01-14 07:13:31,父级评论
twoDog Targaryen,5772ba27591b86d7c7550bb77e0f0f72,男,北京,<p>那我还不如看看几位老师，至少她们尺度更大</p>,2024-02-21 07:29:38,父级评论
Wzk2038,0428061a41ef5084a708395c09f2bcc9,男,上海,小红书女菩萨确实多，不过看多了就没感觉了[飙泪笑],2024-02-02 01:36:04,父级评论
star,1f1f3b9f683e3ed8d92255e8f4846279,男,广东,<p>小红书的强度刚刚好，可以正大光明在诸如地铁、餐厅观看，再高强度的不方便了[吃瓜]</p>,2024-01-08 10:43:45,父级评论
云海,e2f8ac227f6b4015fe9011c22b7b8952,未知,辽宁,<p>那你不如试试快手，就差明码标价了</p>,2024-02-01 06:41:04,父级评论
寄格,19acf37303e37dc086d340bfcea776db,女,山东,<p>弄个sd随便生成，想看啥样的都有，啥时代了还靠着别人？[吃瓜]</p>,2024-02-19 02:26:25,父级评论
月白风清,c11c3511a101056c4cb5c619f8068212,男,江西,我这去批判这种伤风败俗,2024-01-05 01:29:28,父级评论
韩Ygg,d936338f73b3cdfb5421a8af259d0993,男,江苏,不如OTTO[惊喜],2024-01-04 03:08:59,父级评论
清悠,a131c95fc02da5ec0b1a3263a56bdd4f,男,云南,<p>我以为第二个O是胸，最后一个D是屁股，就是OTZ的进阶版。</p>,2024-01-17 09:29:35,父级评论
龙猫之神,6301e15da3a6260b92e56611579be9d7,未知,上海,强度太低，直接上推,2024-02-19 06:05:52,父级评论
暗号,854f113f891b224e639fd1e09998a3aa,未知,江苏,<p>因为我成为了戒色吧会员</p>,2024-02-20 07:33:57,父级评论
乌兰夫,c50a0e416a6e5d298f4a9cac4c886c30,男,甘肃,ootd什么意思,2024-01-05 02:47:51,父级评论
小小,0da8686b81a9deb148d2ec6a385e163f,未知,广东,哦哦太多[思考],2024-01-05 04:16:45,子级评论
只想学高数,8402f18befc08e80bf8d95e39f9b02b4,未知,上海,哦～哦～太大,2024-01-08 04:59:27,子级评论
xxx,44f59f60f79342f9fb901ce06f708cb5,未知,美国,<p>当代青楼</p>,2024-01-21 09:10:09,父级评论
哦豁,08b6256f0405bca08ac89e88d23731f1,未知,陕西,<p>谈了个对象，然后对象打开后发现全是女菩萨，赶紧卸载了，哈哈哈哈哈</p>,2024-02-21 10:45:30,父级评论
建民哥哥是男神,582cac81f47f453e75bc0f8c344605a4,未知,陕西,<p>宝宝辅食</p>,2024-02-20 10:02:31,父级评论
生而为人真的抱歉,952159c10794fc39cbfd5d33b6c1d3bc,未知,黑龙江,小红书抖音快手什么的没意思现在天天看ig的女菩萨不同国家异域风情,2024-01-19 19:54:21,父级评论
阿满啊,03211c70bb9571dd055969731dbf6997,女,江苏,OOTD是啥[赞同],2024-01-04 08:00:36,父级评论
我先来一发,bf6d2c99a2a0be48373b744a3a1763ad,男,广东,今日穿搭,2024-01-04 11:17:39,子级评论
最爱索姆拉,ea5fe4dab65c08fb638fe59563a46e24,未知,湖北,<p>OOTD是什么</p>,2024-01-05 02:51:39,父级评论
纳尼,514930bb93711423ccfb96e99f48dd86,男,北京,<p>小红书上的宝宝辅食</p>,2024-03-13 08:31:17,父级评论
风云变态,3966529ecfd4f1149f82f301552126e8,男,上海,<p>看得見，摸不著，多難受，不如卸載</p>,2024-03-09 09:13:43,父级评论
你二大爷,af310feb135a1902fb47ff54f12e8dd4,女,天津,<p>小红书不都是打女拳的么</p>,2024-03-07 08:57:51,父级评论
灰牛撒嘛,50416e01ff57f290e01f5cb40c4c60ef,男,浙江,<p>不如赛博女菩萨</p>,2024-03-07 03:40:28,父级评论
测试人员生存指南,9222ade6abb43122970f97c44a6c25f6,男,广东,<p>OOTD是什么意思</p>,2024-03-05 04:59:51,父级评论
与秋漫漫,54c1a368d796ed2c3d2fce9d7aac15d7,男,河北,OOTD？,2024-02-29 09:12:01,父级评论
不会写代码的鶸,78030bf6f06fd772cff38cb47128f932,未知,广东,细嗦ootd是啥,2024-02-28 02:56:46,父级评论
老游条,44a92d11fbd397d9f4e790d90f2b2904,男,新疆,难蚌,2024-02-27 10:20:22,父级评论
thank,54209b3c468325d5a3333ae8a47cd383,男,四川,<p>OOTD是什么？</p><p></p>,2024-02-26 09:01:51,父级评论
冰虫海蛙,9dc5349b36fbcd4014fffac7070ab68d,未知,浙江,<p>我为什么卸载？我被封号了。</p><p>为什么封号？懂得都懂。</p><p>封号为什么要卸载？疯了两个号，设备被封了。</p>,2024-02-25 13:41:47,父级评论
御坂19009,dd86a23a2b5154e6fe34c89b495df34e,男,黑龙江,蹲，我设备被封了换号也不行，换过的好登过的设备也不行<br>生化病毒啊这是，带传染的,2024-02-27 03:55:19,子级评论
牧之,e015b8306c2fbf753c840f7acb464e23,男,四川,真的不懂，ootd是撒啊,2024-02-24 10:06:15,父级评论
张康熙,f6c8288cd2814dec83da176823f8c17a,未知,山东,<p>能不能别发字母我学问低，还得去百度</p>,2024-02-20 07:44:06,父级评论
东临碣石的渔人,11a2392960c36717ec519c9be777e4eb,男,浙江,"<a href=""https://pic4.zhimg.com/v2-84283f1d4138cafee514b2aca6247b0b_qhd.jpeg"" class=""comment_img"" data-width=""750"" data-height=""1000"">查看图片</a>",2024-02-19 12:05:41,父级评论
不会金刚腿会想你,1046f30dbd532b94cb601a92b5672402,男,陕西,OoTD是什么,2024-02-19 21:06:58,父级评论
Robin,2e2c93ff579b6f9a71f920c7bec52487,未知,上海,<p>女菩萨➕1[酷]</p>,2024-02-19 08:40:41,父级评论
东篱散人,7037bfc236e45926f743f17d91a5284d,未知,山东,<p>ootd?啥？</p>,2024-02-18 03:52:47,父级评论
知乎用户jeRqOe,b15a5f76d84576341f2b581c14c7801b,女,四川,真的吗？我去看看,2024-02-15 09:32:40,父级评论
liganss6324,08d24d9ce62cb8b3477acf97d2248794,未知,爱尔兰,宝宝辅食是吧[害羞][害羞],2024-02-14 21:14:49,父级评论
人间客,b4a8747665bacb2c9635928e24ab4262,男,贵州,动不动就禁言封号,2024-02-14 15:56:35,父级评论
面试专家迈克,1baad13f38e450d38052c10262148fca,男,荷兰,据说都是AI了,2024-02-13 19:24:57,父级评论
向阳,751e6f7a3032019793351d83a76b785e,女,湖北,知乎怎么那么多,2024-02-12 18:37:28,父级评论
青春消亡,0851b5a0adafd3c577fa481d6d93e8ca,未知,广西,白嫖,2024-02-10 06:19:21,父级评论
Ashley 邓娟,8e4b9677c0cdfc04a0a0c6461f0462c2,女,上海,<p>不懂就问：OOTD是什么意思啊？</p>,2024-02-07 03:45:16,父级评论
长安街最速传说,7dd25e0023844a47924b54b6fa244f05,未知,江西,#宝宝辅食#,2024-02-06 09:18:30,父级评论
身尚,7d6e199a35b3032f3fa551c3adcd8e45,男,贵州,没看见啊，你们怎么搜的,2024-02-03 08:13:45,父级评论
fantasy,e81e98865563c7c9f75fb282ea96f868,男,浙江,[大笑],2024-02-02 17:34:58,父级评论
刘小马,99384babf22165aaa05762f567e75382,男,浙江,OOTD是什么[好奇],2024-02-01 15:54:05,父级评论
围攻坦克,e3bfb58071e21e49bba45071e4f64dc6,男,陕西,OOTD是什么,2024-02-01 13:50:16,父级评论
super-code,44233a4d193a229ed4a5e8703b47cda7,男,安徽,<p>OOTD是啥</p>,2024-01-31 15:04:58,父级评论
可以的话,a97af22d7b1106a88748d96f5bd60063,女,上海,玉足？,2024-01-30 12:59:40,父级评论
小小Y,f0e7d67ecab052417ed6b3f073956a00,男,浙江,<p>好恶毒的商战</p>,2024-01-29 07:38:23,父级评论
艾伦,434d3a87e9700af59d05dd013c66c2df,未知,上海,<p>我现在用大众点评满屏都是女菩萨，是我的问题吗[滑稽]</p>,2024-01-29 06:46:44,父级评论
刚巴德,cc12f4b5f121e381d02960930e562e4d,男,重庆,<p>ootd是啥</p>,2024-01-24 07:47:29,父级评论
Killthemoon,5c8e4311da9429aeecb3f6e3dfac6fdc,男,山东,<p>ootd到底是什么东西[为难]</p>,2024-01-22 09:12:48,父级评论
万人之中我是光,dfd04bfab0d84531efce85b8717849df,未知,湖北,<p>ooTD是啥[发呆]</p>,2024-01-23 02:09:47,父级评论
乎吗,b211dd9888e34ccdd1d505c51782b2a3,女,云南,因为它把我号封了[酷],2024-01-22 08:40:23,父级评论
知乎用户DD3hTw,307f3deda74b368f6a9cf20c6942fb1e,女,广东,<p>我的红薯被我刷成了小黄书[飙泪笑][飙泪笑]</p>,2024-01-22 07:47:33,父级评论
7Shiloh,ddc1551e1f1622f3c7399270a00e48d8,未知,广东,宝宝辅食[惊喜][惊喜],2024-01-21 12:03:39,父级评论
BeyondGypsophila,5195dbe9976bb228964796e54cbb09ac,未知,美国,什么是OOTD？,2024-01-21 02:37:54,父级评论
天理鶴情,500cf774751193679dd98444058c8570,男,美国,小红书我的菜谱 ,2024-01-20 11:56:14,父级评论
葉梓鸿,ac03a92c39927ff66f990b01dab0682a,男,上海,这就菩萨了,2024-01-19 15:48:15,父级评论
嘻嘻55576,c9d2f96ddfef2e6694a44c6a89d2409d,女,福建,<p>你看的是小黄书吧[惊喜]</p>,2024-01-19 05:16:22,父级评论
心无挂碍,be9de262550703e38357df2265ff7a8a,未知,北京,啥叫ootd？,2024-01-19 04:40:01,父级评论
mycat,3f5f745e9dc71c1236ca53250f91f908,未知,重庆,听你这么一说我又去看小红书了嘻嘻,2024-01-17 05:44:53,父级评论
Kirin,4f076d17a7e04a4b02b3fb9fda1714b7,未知,北京,小红书 那叫菩萨啊 还不如微博,2024-01-17 08:33:15,父级评论
马尔卡龙,533e3784efe3d60db9059c057071dcbd,男,上海,<p>号养熟了，偶尔刷刷心情愉悦</p>,2024-01-17 04:17:37,父级评论
盐巴厂汪老板,f65f73a35fb91dbd3d5b4615243d4d86,男,贵州,你这么说我必须下一个,2024-01-16 10:49:02,父级评论
用户名不规范,cc95f8d44a114b5614f5ee67f18d9746,男,广东,<p>不知道，我一直在用。</p>,2024-01-16 16:33:18,父级评论
